pixel_x,pixel_y,mmx,mmy,filename
151,176,13.0,99.5,pinBack/img_x13.0_y99.5_z132.jpg
571,562,7.0,105.0,pinBack/img_x7.0_y105.0_z132.jpg
922,141,2.0,99.0,pinBack/img_x2.0_y99.0_z132.jpg
992,176,1.0,99.5,pinBack/img_x1.0_y99.5_z132.jpg
1027,491,0.5,104.0,pinBack/img_x0.5_y104.0_z132.jpg
1132,141,-1.0,99.0,pinBack/img_x-1.0_y99.0_z132.jpg
1202,176,-2.0,99.5,pinBack/img_x-2.0_y99.5_z132.jpg
431,491,9.0,104.0,pinBack/img_x9.0_y104.0_z132.jpg
887,246,2.5,100.5,pinBack/img_x2.5_y100.5_z132.jpg
1167,421,-1.5,103.0,pinBack/img_x-1.5_y103.0_z132.jpg
711,316,5.0,101.5,pinBack/img_x5.0_y101.5_z132.jpg
992,526,1.0,104.5,pinBack/img_x1.0_y104.5_z132.jpg
256,386,11.5,102.5,pinBack/img_x11.5_y102.5_z132.jpg
746,281,4.5,101.0,pinBack/img_x4.5_y101.0_z132.jpg
466,526,8.5,104.5,pinBack/img_x8.5_y104.5_z132.jpg
852,211,3.0,100.0,pinBack/img_x3.0_y100.0_z132.jpg
852,456,3.0,103.5,pinBack/img_x3.0_y103.5_z132.jpg
81,526,14.0,104.5,pinBack/img_x14.0_y104.5_z132.jpg
746,386,4.5,102.5,pinBack/img_x4.5_y102.5_z132.jpg
256,281,11.5,101.0,pinBack/img_x11.5_y101.0_z132.jpg
81,141,14.0,99.0,pinBack/img_x14.0_y99.0_z132.jpg
1202,526,-2.0,104.5,pinBack/img_x-2.0_y104.5_z132.jpg
711,176,5.0,99.5,pinBack/img_x5.0_y99.5_z132.jpg
641,141,6.0,99.0,pinBack/img_x6.0_y99.0_z132.jpg
221,562,12.0,105.0,pinBack/img_x12.0_y105.0_z132.jpg
711,351,5.0,102.0,pinBack/img_x5.0_y102.0_z132.jpg
1167,246,-1.5,100.5,pinBack/img_x-1.5_y100.5_z132.jpg
887,421,2.5,103.0,pinBack/img_x2.5_y103.0_z132.jpg
466,141,8.5,99.0,pinBack/img_x8.5_y99.0_z132.jpg
361,316,10.0,101.5,pinBack/img_x10.0_y101.5_z132.jpg
606,246,6.5,100.5,pinBack/img_x6.5_y100.5_z132.jpg
992,316,1.0,101.5,pinBack/img_x1.0_y101.5_z132.jpg
1202,351,-2.0,102.0,pinBack/img_x-2.0_y102.0_z132.jpg
81,351,14.0,102.0,pinBack/img_x14.0_y102.0_z132.jpg
852,562,3.0,105.0,pinBack/img_x3.0_y105.0_z132.jpg
466,316,8.5,101.5,pinBack/img_x8.5_y101.5_z132.jpg
116,421,13.5,103.0,pinBack/img_x13.5_y103.0_z132.jpg
746,491,4.5,104.0,pinBack/img_x4.5_y104.0_z132.jpg
1027,281,0.5,101.0,pinBack/img_x0.5_y101.0_z132.jpg
571,211,7.0,100.0,pinBack/img_x7.0_y100.0_z132.jpg
711,526,5.0,104.5,pinBack/img_x5.0_y104.5_z132.jpg
221,456,12.0,103.5,pinBack/img_x12.0_y103.5_z132.jpg
431,281,9.0,101.0,pinBack/img_x9.0_y101.0_z132.jpg
1097,141,-0.5,99.0,pinBack/img_x-0.5_y99.0_z132.jpg
501,386,8.0,102.5,pinBack/img_x8.0_y102.5_z132.jpg
151,211,13.0,100.0,pinBack/img_x13.0_y100.0_z132.jpg
256,141,11.5,99.0,pinBack/img_x11.5_y99.0_z132.jpg
186,176,12.5,99.5,pinBack/img_x12.5_y99.5_z132.jpg
817,141,3.5,99.0,pinBack/img_x3.5_y99.0_z132.jpg
291,526,11.0,104.5,pinBack/img_x11.0_y104.5_z132.jpg
1027,176,0.5,99.5,pinBack/img_x0.5_y99.5_z132.jpg
641,456,6.0,103.5,pinBack/img_x6.0_y103.5_z132.jpg
1237,281,-2.5,101.0,pinBack/img_x-2.5_y101.0_z132.jpg
957,386,1.5,102.5,pinBack/img_x1.5_y102.5_z132.jpg
186,246,12.5,100.5,pinBack/img_x12.5_y100.5_z132.jpg
1132,562,-1.0,105.0,pinBack/img_x-1.0_y105.0_z132.jpg
396,351,9.5,102.0,pinBack/img_x9.5_y102.0_z132.jpg
1062,351,0.0,102.0,pinBack/img_x0.0_y102.0_z132.jpg
536,421,7.5,103.0,pinBack/img_x7.5_y103.0_z132.jpg
326,491,10.5,104.0,pinBack/img_x10.5_y104.0_z132.jpg
641,562,6.0,105.0,pinBack/img_x6.0_y105.0_z132.jpg
291,351,11.0,102.0,pinBack/img_x11.0_y102.0_z132.jpg
957,491,1.5,104.0,pinBack/img_x1.5_y104.0_z132.jpg
1097,421,-0.5,103.0,pinBack/img_x-0.5_y103.0_z132.jpg
817,246,3.5,100.5,pinBack/img_x3.5_y100.5_z132.jpg
501,491,8.0,104.0,pinBack/img_x8.0_y104.0_z132.jpg
782,316,4.0,101.5,pinBack/img_x4.0_y101.5_z132.jpg
1062,526,0.0,104.5,pinBack/img_x0.0_y104.5_z132.jpg
326,386,10.5,102.5,pinBack/img_x10.5_y102.5_z132.jpg
676,281,5.5,101.0,pinBack/img_x5.5_y101.0_z132.jpg
922,211,2.0,100.0,pinBack/img_x2.0_y100.0_z132.jpg
1132,456,-1.0,103.5,pinBack/img_x-1.0_y103.5_z132.jpg
396,526,9.5,104.5,pinBack/img_x9.5_y104.5_z132.jpg
536,386,7.5,102.5,pinBack/img_x7.5_y102.5_z132.jpg
1062,456,0.0,103.5,pinBack/img_x0.0_y103.5_z132.jpg
1132,526,-1.0,104.5,pinBack/img_x-1.0_y104.5_z132.jpg
396,456,9.5,103.5,pinBack/img_x9.5_y103.5_z132.jpg
501,141,8.0,99.0,pinBack/img_x8.0_y99.0_z132.jpg
186,281,12.5,101.0,pinBack/img_x12.5_y101.0_z132.jpg
1237,246,-2.5,100.5,pinBack/img_x-2.5_y100.5_z132.jpg
957,421,1.5,103.0,pinBack/img_x1.5_y103.0_z132.jpg
291,562,11.0,105.0,pinBack/img_x11.0_y105.0_z132.jpg
641,351,6.0,102.0,pinBack/img_x6.0_y102.0_z132.jpg
151,316,13.0,101.5,pinBack/img_x13.0_y101.5_z132.jpg
676,176,5.5,99.5,pinBack/img_x5.5_y99.5_z132.jpg
606,141,6.5,99.0,pinBack/img_x6.5_y99.0_z132.jpg
1097,491,-0.5,104.0,pinBack/img_x-0.5_y104.0_z132.jpg
501,421,8.0,103.0,pinBack/img_x8.0_y103.0_z132.jpg
922,316,2.0,101.5,pinBack/img_x2.0_y101.5_z132.jpg
1132,351,-1.0,102.0,pinBack/img_x-1.0_y102.0_z132.jpg
396,562,9.5,105.0,pinBack/img_x9.5_y105.0_z132.jpg
676,246,5.5,100.5,pinBack/img_x5.5_y100.5_z132.jpg
326,421,10.5,103.0,pinBack/img_x10.5_y103.0_z132.jpg
536,491,7.5,104.0,pinBack/img_x7.5_y104.0_z132.jpg
1062,562,0.0,105.0,pinBack/img_x0.0_y105.0_z132.jpg
782,211,4.0,100.0,pinBack/img_x4.0_y100.0_z132.jpg
1097,386,-0.5,102.5,pinBack/img_x-0.5_y102.5_z132.jpg
817,281,3.5,101.0,pinBack/img_x3.5_y101.0_z132.jpg
641,526,6.0,104.5,pinBack/img_x6.0_y104.5_z132.jpg
291,456,11.0,103.5,pinBack/img_x11.0_y103.5_z132.jpg
361,211,10.0,100.0,pinBack/img_x10.0_y100.0_z132.jpg
1167,281,-1.5,101.0,pinBack/img_x-1.5_y101.0_z132.jpg
887,386,2.5,102.5,pinBack/img_x2.5_y102.5_z132.jpg
221,526,12.0,104.5,pinBack/img_x12.0_y104.5_z132.jpg
711,456,5.0,103.5,pinBack/img_x5.0_y103.5_z132.jpg
1202,562,-2.0,105.0,pinBack/img_x-2.0_y105.0_z132.jpg
256,246,11.5,100.5,pinBack/img_x11.5_y100.5_z132.jpg
852,141,3.0,99.0,pinBack/img_x3.0_y99.0_z132.jpg
1062,176,0.0,99.5,pinBack/img_x0.0_y99.5_z132.jpg
746,421,4.5,103.0,pinBack/img_x4.5_y103.0_z132.jpg
291,141,11.0,99.0,pinBack/img_x11.0_y99.0_z132.jpg
221,176,12.0,99.5,pinBack/img_x12.0_y99.5_z132.jpg
116,491,13.5,104.0,pinBack/img_x13.5_y104.0_z132.jpg
852,351,3.0,102.0,pinBack/img_x3.0_y102.0_z132.jpg
81,562,14.0,105.0,pinBack/img_x14.0_y105.0_z132.jpg
887,491,2.5,104.0,pinBack/img_x2.5_y104.0_z132.jpg
431,246,9.0,100.5,pinBack/img_x9.0_y100.5_z132.jpg
711,562,5.0,105.0,pinBack/img_x5.0_y105.0_z132.jpg
221,351,12.0,102.0,pinBack/img_x12.0_y102.0_z132.jpg
571,316,7.0,101.5,pinBack/img_x7.0_y101.5_z132.jpg
1027,246,0.5,100.5,pinBack/img_x0.5_y100.5_z132.jpg
116,386,13.5,102.5,pinBack/img_x13.5_y102.5_z132.jpg
81,456,14.0,103.5,pinBack/img_x14.0_y103.5_z132.jpg
852,526,3.0,104.5,pinBack/img_x3.0_y104.5_z132.jpg
466,211,8.5,100.0,pinBack/img_x8.5_y100.0_z132.jpg
992,211,1.0,100.0,pinBack/img_x1.0_y100.0_z132.jpg
1202,456,-2.0,103.5,pinBack/img_x-2.0_y103.5_z132.jpg
606,281,6.5,101.0,pinBack/img_x6.5_y101.0_z132.jpg
606,386,6.5,102.5,pinBack/img_x6.5_y102.5_z132.jpg
1202,211,-2.0,100.0,pinBack/img_x-2.0_y100.0_z132.jpg
992,456,1.0,103.5,pinBack/img_x1.0_y103.5_z132.jpg
466,456,8.5,103.5,pinBack/img_x8.5_y103.5_z132.jpg
81,211,14.0,100.0,pinBack/img_x14.0_y100.0_z132.jpg
116,281,13.5,101.0,pinBack/img_x13.5_y101.0_z132.jpg
1027,421,0.5,103.0,pinBack/img_x0.5_y103.0_z132.jpg
571,351,7.0,102.0,pinBack/img_x7.0_y102.0_z132.jpg
361,562,10.0,105.0,pinBack/img_x10.0_y105.0_z132.jpg
221,316,12.0,101.5,pinBack/img_x12.0_y101.5_z132.jpg
431,421,9.0,103.0,pinBack/img_x9.0_y103.0_z132.jpg
1167,491,-1.5,104.0,pinBack/img_x-1.5_y104.0_z132.jpg
466,562,8.5,105.0,pinBack/img_x8.5_y105.0_z132.jpg
396,141,9.5,99.0,pinBack/img_x9.5_y99.0_z132.jpg
852,316,3.0,101.5,pinBack/img_x3.0_y101.5_z132.jpg
746,246,4.5,100.5,pinBack/img_x4.5_y100.5_z132.jpg
606,491,6.5,104.0,pinBack/img_x6.5_y104.0_z132.jpg
256,421,11.5,103.0,pinBack/img_x11.5_y103.0_z132.jpg
992,562,1.0,105.0,pinBack/img_x1.0_y105.0_z132.jpg
711,211,5.0,100.0,pinBack/img_x5.0_y100.0_z132.jpg
782,176,4.0,99.5,pinBack/img_x4.0_y99.5_z132.jpg
571,141,7.0,99.0,pinBack/img_x7.0_y99.0_z132.jpg
887,281,2.5,101.0,pinBack/img_x2.5_y101.0_z132.jpg
1167,386,-1.5,102.5,pinBack/img_x-1.5_y102.5_z132.jpg
361,456,10.0,103.5,pinBack/img_x10.0_y103.5_z132.jpg
571,526,7.0,104.5,pinBack/img_x7.0_y104.5_z132.jpg
291,211,11.0,100.0,pinBack/img_x11.0_y100.0_z132.jpg
817,386,3.5,102.5,pinBack/img_x3.5_y102.5_z132.jpg
1097,281,-0.5,101.0,pinBack/img_x-0.5_y101.0_z132.jpg
782,456,4.0,103.5,pinBack/img_x4.0_y103.5_z132.jpg
151,526,13.0,104.5,pinBack/img_x13.0_y104.5_z132.jpg
326,246,10.5,100.5,pinBack/img_x10.5_y100.5_z132.jpg
186,491,12.5,104.0,pinBack/img_x12.5_y104.0_z132.jpg
676,421,5.5,103.0,pinBack/img_x5.5_y103.0_z132.jpg
1132,316,-1.0,101.5,pinBack/img_x-1.0_y101.5_z132.jpg
922,351,2.0,102.0,pinBack/img_x2.0_y102.0_z132.jpg
501,246,8.0,100.5,pinBack/img_x8.0_y100.5_z132.jpg
817,491,3.5,104.0,pinBack/img_x3.5_y104.0_z132.jpg
151,351,13.0,102.0,pinBack/img_x13.0_y102.0_z132.jpg
782,562,4.0,105.0,pinBack/img_x4.0_y105.0_z132.jpg
641,316,6.0,101.5,pinBack/img_x6.0_y101.5_z132.jpg
957,246,1.5,100.5,pinBack/img_x1.5_y100.5_z132.jpg
1237,421,-2.5,103.0,pinBack/img_x-2.5_y103.0_z132.jpg
887,141,2.5,99.0,pinBack/img_x2.5_y99.0_z132.jpg
186,386,12.5,102.5,pinBack/img_x12.5_y102.5_z132.jpg
957,176,1.5,99.5,pinBack/img_x1.5_y99.5_z132.jpg
326,141,10.5,99.0,pinBack/img_x10.5_y99.0_z132.jpg
116,176,13.5,99.5,pinBack/img_x13.5_y99.5_z132.jpg
396,211,9.5,100.0,pinBack/img_x9.5_y100.0_z132.jpg
922,526,2.0,104.5,pinBack/img_x2.0_y104.5_z132.jpg
1167,141,-1.5,99.0,pinBack/img_x-1.5_y99.0_z132.jpg
1237,176,-2.5,99.5,pinBack/img_x-2.5_y99.5_z132.jpg
1062,211,0.0,100.0,pinBack/img_x0.0_y100.0_z132.jpg
536,281,7.5,101.0,pinBack/img_x7.5_y101.0_z132.jpg
711,421,5.0,103.0,pinBack/img_x5.0_y103.0_z132.jpg
221,491,12.0,104.0,pinBack/img_x12.0_y104.0_z132.jpg
887,351,2.5,102.0,pinBack/img_x2.5_y102.0_z132.jpg
1167,316,-1.5,101.5,pinBack/img_x-1.5_y101.5_z132.jpg
361,246,10.0,100.5,pinBack/img_x10.0_y100.5_z132.jpg
852,386,3.0,102.5,pinBack/img_x3.0_y102.5_z132.jpg
1062,141,0.0,99.0,pinBack/img_x0.0_y99.0_z132.jpg
852,176,3.0,99.5,pinBack/img_x3.0_y99.5_z132.jpg
221,141,12.0,99.0,pinBack/img_x12.0_y99.0_z132.jpg
116,526,13.5,104.5,pinBack/img_x13.5_y104.5_z132.jpg
291,176,11.0,99.5,pinBack/img_x11.0_y99.5_z132.jpg
746,456,4.5,103.5,pinBack/img_x4.5_y103.5_z132.jpg
256,211,11.5,100.0,pinBack/img_x11.5_y100.0_z132.jpg
1027,211,0.5,100.0,pinBack/img_x0.5_y100.0_z132.jpg
571,281,7.0,101.0,pinBack/img_x7.0_y101.0_z132.jpg
221,386,12.0,102.5,pinBack/img_x12.0_y102.5_z132.jpg
887,526,2.5,104.5,pinBack/img_x2.5_y104.5_z132.jpg
431,211,9.0,100.0,pinBack/img_x9.0_y100.0_z132.jpg
606,316,6.5,101.5,pinBack/img_x6.5_y101.5_z132.jpg
1202,421,-2.0,103.0,pinBack/img_x-2.0_y103.0_z132.jpg
992,246,1.0,100.5,pinBack/img_x1.0_y100.5_z132.jpg
852,491,3.0,104.0,pinBack/img_x3.0_y104.0_z132.jpg
81,421,14.0,103.0,pinBack/img_x14.0_y103.0_z132.jpg
466,246,8.5,100.5,pinBack/img_x8.5_y100.5_z132.jpg
746,562,4.5,105.0,pinBack/img_x4.5_y105.0_z132.jpg
116,351,13.5,102.0,pinBack/img_x13.5_y102.0_z132.jpg
186,316,12.5,101.5,pinBack/img_x12.5_y101.5_z132.jpg
1132,491,-1.0,104.0,pinBack/img_x-1.0_y104.0_z132.jpg
501,176,8.0,99.5,pinBack/img_x8.0_y99.5_z132.jpg
396,421,9.5,103.0,pinBack/img_x9.5_y103.0_z132.jpg
1062,421,0.0,103.0,pinBack/img_x0.0_y103.0_z132.jpg
326,562,10.5,105.0,pinBack/img_x10.5_y105.0_z132.jpg
536,351,7.5,102.0,pinBack/img_x7.5_y102.0_z132.jpg
606,176,6.5,99.5,pinBack/img_x6.5_y99.5_z132.jpg
1097,526,-0.5,104.5,pinBack/img_x-0.5_y104.5_z132.jpg
676,141,5.5,99.0,pinBack/img_x5.5_y99.0_z132.jpg
501,456,8.0,103.5,pinBack/img_x8.0_y103.5_z132.jpg
151,281,13.0,101.0,pinBack/img_x13.0_y101.0_z132.jpg
641,386,6.0,102.5,pinBack/img_x6.0_y102.5_z132.jpg
957,456,1.5,103.5,pinBack/img_x1.5_y103.5_z132.jpg
1237,211,-2.5,100.0,pinBack/img_x-2.5_y100.0_z132.jpg
536,526,7.5,104.5,pinBack/img_x7.5_y104.5_z132.jpg
326,456,10.5,103.5,pinBack/img_x10.5_y103.5_z132.jpg
676,211,5.5,100.0,pinBack/img_x5.5_y100.0_z132.jpg
1132,386,-1.0,102.5,pinBack/img_x-1.0_y102.5_z132.jpg
922,281,2.0,101.0,pinBack/img_x2.0_y101.0_z132.jpg
291,421,11.0,103.0,pinBack/img_x11.0_y103.0_z132.jpg
641,491,6.0,104.0,pinBack/img_x6.0_y104.0_z132.jpg
957,562,1.5,105.0,pinBack/img_x1.5_y105.0_z132.jpg
817,316,3.5,101.5,pinBack/img_x3.5_y101.5_z132.jpg
1097,351,-0.5,102.0,pinBack/img_x-0.5_y102.0_z132.jpg
501,562,8.0,105.0,pinBack/img_x8.0_y105.0_z132.jpg
782,246,4.0,100.5,pinBack/img_x4.0_y100.5_z132.jpg
151,491,13.0,104.0,pinBack/img_x13.0_y104.0_z132.jpg
782,421,4.0,103.0,pinBack/img_x4.0_y103.0_z132.jpg
1097,316,-0.5,101.5,pinBack/img_x-0.5_y101.5_z132.jpg
817,351,3.5,102.0,pinBack/img_x3.5_y102.0_z132.jpg
1237,562,-2.5,105.0,pinBack/img_x-2.5_y105.0_z132.jpg
291,246,11.0,100.5,pinBack/img_x11.0_y100.5_z132.jpg
922,386,2.0,102.5,pinBack/img_x2.0_y102.5_z132.jpg
1132,281,-1.0,101.0,pinBack/img_x-1.0_y101.0_z132.jpg
676,456,5.5,103.5,pinBack/img_x5.5_y103.5_z132.jpg
186,526,12.5,104.5,pinBack/img_x12.5_y104.5_z132.jpg
326,211,10.5,100.0,pinBack/img_x10.5_y100.0_z132.jpg
1237,456,-2.5,103.5,pinBack/img_x-2.5_y103.5_z132.jpg
957,211,1.5,100.0,pinBack/img_x1.5_y100.0_z132.jpg
641,281,6.0,101.0,pinBack/img_x6.0_y101.0_z132.jpg
151,386,13.0,102.5,pinBack/img_x13.0_y102.5_z132.jpg
501,211,8.0,100.0,pinBack/img_x8.0_y100.0_z132.jpg
817,526,3.5,104.5,pinBack/img_x3.5_y104.5_z132.jpg
536,316,7.5,101.5,pinBack/img_x7.5_y101.5_z132.jpg
1062,246,0.0,100.5,pinBack/img_x0.0_y100.5_z132.jpg
1237,141,-2.5,99.0,pinBack/img_x-2.5_y99.0_z132.jpg
1167,176,-1.5,99.5,pinBack/img_x-1.5_y99.5_z132.jpg
396,246,9.5,100.5,pinBack/img_x9.5_y100.5_z132.jpg
922,491,2.0,104.0,pinBack/img_x2.0_y104.0_z132.jpg
957,141,1.5,99.0,pinBack/img_x1.5_y99.0_z132.jpg
887,176,2.5,99.5,pinBack/img_x2.5_y99.5_z132.jpg
186,351,12.5,102.0,pinBack/img_x12.5_y102.0_z132.jpg
676,562,5.5,105.0,pinBack/img_x5.5_y105.0_z132.jpg
116,141,13.5,99.0,pinBack/img_x13.5_y99.0_z132.jpg
326,176,10.5,99.5,pinBack/img_x10.5_y99.5_z132.jpg
116,316,13.5,101.5,pinBack/img_x13.5_y101.5_z132.jpg
466,421,8.5,103.0,pinBack/img_x8.5_y103.0_z132.jpg
81,246,14.0,100.5,pinBack/img_x14.0_y100.5_z132.jpg
992,421,1.0,103.0,pinBack/img_x1.0_y103.0_z132.jpg
1202,246,-2.0,100.5,pinBack/img_x-2.0_y100.5_z132.jpg
606,351,6.5,102.0,pinBack/img_x6.5_y102.0_z132.jpg
256,562,11.5,105.0,pinBack/img_x11.5_y105.0_z132.jpg
431,456,9.0,103.5,pinBack/img_x9.0_y103.5_z132.jpg
1167,526,-1.5,104.5,pinBack/img_x-1.5_y104.5_z132.jpg
221,281,12.0,101.0,pinBack/img_x12.0_y101.0_z132.jpg
571,386,7.0,102.5,pinBack/img_x7.0_y102.5_z132.jpg
1027,456,0.5,103.5,pinBack/img_x0.5_y103.5_z132.jpg
256,456,11.5,103.5,pinBack/img_x11.5_y103.5_z132.jpg
606,526,6.5,104.5,pinBack/img_x6.5_y104.5_z132.jpg
746,211,4.5,100.0,pinBack/img_x4.5_y100.0_z132.jpg
852,281,3.0,101.0,pinBack/img_x3.0_y101.0_z132.jpg
396,176,9.5,99.5,pinBack/img_x9.5_y99.5_z132.jpg
571,491,7.0,104.0,pinBack/img_x7.0_y104.0_z132.jpg
361,421,10.0,103.0,pinBack/img_x10.0_y103.0_z132.jpg
1027,562,0.5,105.0,pinBack/img_x0.5_y105.0_z132.jpg
431,562,9.0,105.0,pinBack/img_x9.0_y105.0_z132.jpg
571,176,7.0,99.5,pinBack/img_x7.0_y99.5_z132.jpg
782,141,4.0,99.0,pinBack/img_x4.0_y99.0_z132.jpg
1167,351,-1.5,102.0,pinBack/img_x-1.5_y102.0_z132.jpg
887,316,2.5,101.5,pinBack/img_x2.5_y101.5_z132.jpg
711,246,5.0,100.5,pinBack/img_x5.0_y100.5_z132.jpg
1027,351,0.5,102.0,pinBack/img_x0.5_y102.0_z132.jpg
361,491,10.0,104.0,pinBack/img_x10.0_y104.0_z132.jpg
571,421,7.0,103.0,pinBack/img_x7.0_y103.0_z132.jpg
221,246,12.0,100.5,pinBack/img_x12.0_y100.5_z132.jpg
431,351,9.0,102.0,pinBack/img_x9.0_y102.0_z132.jpg
1167,562,-1.5,105.0,pinBack/img_x-1.5_y105.0_z132.jpg
606,456,6.5,103.5,pinBack/img_x6.5_y103.5_z132.jpg
256,526,11.5,104.5,pinBack/img_x11.5_y104.5_z132.jpg
992,386,1.0,102.5,pinBack/img_x1.0_y102.5_z132.jpg
1202,281,-2.0,101.0,pinBack/img_x-2.0_y101.0_z132.jpg
466,386,8.5,102.5,pinBack/img_x8.5_y102.5_z132.jpg
81,281,14.0,101.0,pinBack/img_x14.0_y101.0_z132.jpg
116,211,13.5,100.0,pinBack/img_x13.5_y100.0_z132.jpg
711,281,5.0,101.0,pinBack/img_x5.0_y101.0_z132.jpg
431,526,9.0,104.5,pinBack/img_x9.0_y104.5_z132.jpg
1202,141,-2.0,99.0,pinBack/img_x-2.0_y99.0_z132.jpg
1132,176,-1.0,99.5,pinBack/img_x-1.0_y99.5_z132.jpg
1167,456,-1.5,103.5,pinBack/img_x-1.5_y103.5_z132.jpg
887,211,2.5,100.0,pinBack/img_x2.5_y100.0_z132.jpg
1027,526,0.5,104.5,pinBack/img_x0.5_y104.5_z132.jpg
151,141,13.0,99.0,pinBack/img_x13.0_y99.0_z132.jpg
361,176,10.0,99.5,pinBack/img_x10.0_y99.5_z132.jpg
361,386,10.0,102.5,pinBack/img_x10.0_y102.5_z132.jpg
992,141,1.0,99.0,pinBack/img_x1.0_y99.0_z132.jpg
922,176,2.0,99.5,pinBack/img_x2.0_y99.5_z132.jpg
466,491,8.5,104.0,pinBack/img_x8.5_y104.0_z132.jpg
852,246,3.0,100.5,pinBack/img_x3.0_y100.5_z132.jpg
746,316,4.5,101.5,pinBack/img_x4.5_y101.5_z132.jpg
256,351,11.5,102.0,pinBack/img_x11.5_y102.0_z132.jpg
606,562,6.5,105.0,pinBack/img_x6.5_y105.0_z132.jpg
992,491,1.0,104.0,pinBack/img_x1.0_y104.0_z132.jpg
326,316,10.5,101.5,pinBack/img_x10.5_y101.5_z132.jpg
676,351,5.5,102.0,pinBack/img_x5.5_y102.0_z132.jpg
186,562,12.5,105.0,pinBack/img_x12.5_y105.0_z132.jpg
922,421,2.0,103.0,pinBack/img_x2.0_y103.0_z132.jpg
1132,246,-1.0,100.5,pinBack/img_x-1.0_y100.5_z132.jpg
291,281,11.0,101.0,pinBack/img_x11.0_y101.0_z132.jpg
1237,526,-2.5,104.5,pinBack/img_x-2.5_y104.5_z132.jpg
1097,211,-0.5,100.0,pinBack/img_x-0.5_y100.0_z132.jpg
817,456,3.5,103.5,pinBack/img_x3.5_y103.5_z132.jpg
782,386,4.0,102.5,pinBack/img_x4.0_y102.5_z132.jpg
186,456,12.5,103.5,pinBack/img_x12.5_y103.5_z132.jpg
676,526,5.5,104.5,pinBack/img_x5.5_y104.5_z132.jpg
396,281,9.5,101.0,pinBack/img_x9.5_y101.0_z132.jpg
1062,281,0.0,101.0,pinBack/img_x0.0_y101.0_z132.jpg
536,176,7.5,99.5,pinBack/img_x7.5_y99.5_z132.jpg
746,141,4.5,99.0,pinBack/img_x4.5_y99.0_z132.jpg
536,211,7.5,100.0,pinBack/img_x7.5_y100.0_z132.jpg
501,316,8.0,101.5,pinBack/img_x8.0_y101.5_z132.jpg
817,562,3.5,105.0,pinBack/img_x3.5_y105.0_z132.jpg
782,491,4.0,104.0,pinBack/img_x4.0_y104.0_z132.jpg
151,421,13.0,103.0,pinBack/img_x13.0_y103.0_z132.jpg
641,246,6.0,100.5,pinBack/img_x6.0_y100.5_z132.jpg
